,variety,country,province,region_1,count
788,Cabernet Franc,US,New York,North Fork of Long Island,70
789,Cabernet Franc,US,New York,Seneca Lake,14
793,Cabernet Franc,US,Oregon,Applegate Valley,10
796,Cabernet Franc,US,Oregon,Rogue Valley,18
797,Cabernet Franc,US,Oregon,Southern Oregon,8
799,Cabernet Franc,US,Oregon,Walla Walla Valley (OR),2
800,Cabernet Franc,US,Texas,Texas,3
801,Cabernet Franc,US,Virginia,Middleburg,2
802,Cabernet Franc,US,Virginia,Monticello,18
803,Cabernet Franc,US,Virginia,Shenandoah Valley,9
804,Cabernet Franc,US,Virginia,Virginia,75
806,Cabernet Franc,US,Washington,Columbia Valley (WA),95
807,Cabernet Franc,US,Washington,Horse Heaven Hills,15
808,Cabernet Franc,US,Washington,Lake Chelan,4
809,Cabernet Franc,US,Washington,Rattlesnake Hills,7
810,Cabernet Franc,US,Washington,Red Mountain,7
811,Cabernet Franc,US,Washington,Wahluke Slope,27
812,Cabernet Franc,US,Washington,Walla Walla Valley (WA),28
813,Cabernet Franc,US,Washington,Washington,9
814,Cabernet Franc,US,Washington,Yakima Valley,35
818,Cabernet Franc-Cabernet Sauvignon,Argentina,Mendoza Province,Mendoza,2
820,Cabernet Franc-Cabernet Sauvignon,France,Loire Valley,Anjou,2
821,Cabernet Franc-Cabernet Sauvignon,France,Loire Valley,Anjou Villages,4
822,Cabernet Franc-Cabernet Sauvignon,France,Loire Valley,Anjou Villages Brissac,4
826,Cabernet Franc-Carmenère,Chile,Maule Valley,none,2
827,Cabernet Franc-Lemberger,US,New York,Finger Lakes,2
828,Cabernet Franc-Malbec,Argentina,Mendoza Province,Mendoza,4
831,Cabernet Franc-Merlot,US,California,Paso Robles,2
833,Cabernet Franc-Merlot,US,California,Temecula Valley,2
834,Cabernet Franc-Merlot,US,Michigan,Leelanau Peninsula,2
835,Cabernet Franc-Merlot,US,Michigan,Old Mission Peninsula,2
836,Cabernet Franc-Merlot,US,New York,Finger Lakes,2
838,Cabernet Franc-Merlot,US,Oregon,Applegate Valley,3
845,Cabernet Merlot,Australia,Western Australia,Margaret River,2
849,Cabernet Merlot,Israel,Galilee,none,2
851,Cabernet Merlot,New Zealand,Hawke's Bay,none,2
852,Cabernet Merlot,US,California,California,2
855,Cabernet Merlot,US,Washington,Columbia Valley (WA),4
856,Cabernet Moravia,Czech Republic,Moravia,none,2
857,Cabernet Pfeffer,US,California,Cienega Valley,2
858,Cabernet Sauvignon,Argentina,Mendoza Province,Agrelo,12
859,Cabernet Sauvignon,Argentina,Mendoza Province,La Consulta,6
860,Cabernet Sauvignon,Argentina,Mendoza Province,Luján de Cuyo,29
861,Cabernet Sauvignon,Argentina,Mendoza Province,Maipú,5
862,Cabernet Sauvignon,Argentina,Mendoza Province,Mendoza,353
863,Cabernet Sauvignon,Argentina,Mendoza Province,Perdriel,5
865,Cabernet Sauvignon,Argentina,Mendoza Province,Tupungato,35
866,Cabernet Sauvignon,Argentina,Mendoza Province,Uco Valley,22
867,Cabernet Sauvignon,Argentina,Mendoza Province,Valle de Uco,8
868,Cabernet Sauvignon,Argentina,Mendoza Province,Vista Flores,3
869,Cabernet Sauvignon,Argentina,Mendoza Province,none,7
870,Cabernet Sauvignon,Argentina,Other,Argentina,4
871,Cabernet Sauvignon,Argentina,Other,Cafayate,10
872,Cabernet Sauvignon,Argentina,Other,Calchaquí Valley,7
874,Cabernet Sauvignon,Argentina,Other,Famatina Valley,4
876,Cabernet Sauvignon,Argentina,Other,Neuquén,5
877,Cabernet Sauvignon,Argentina,Other,Patagonia,7
878,Cabernet Sauvignon,Argentina,Other,Salta,2
879,Cabernet Sauvignon,Argentina,Other,San Juan,12
881,Cabernet Sauvignon,Australia,Australia Other,Australia,2
882,Cabernet Sauvignon,Australia,Australia Other,South Eastern Australia,16
885,Cabernet Sauvignon,Australia,New South Wales,Riverina,3
887,Cabernet Sauvignon,Australia,South Australia,Adelaide Hills,2
888,Cabernet Sauvignon,Australia,South Australia,Adelaide Plains,2
889,Cabernet Sauvignon,Australia,South Australia,Barossa,20
890,Cabernet Sauvignon,Australia,South Australia,Barossa Valley,15
892,Cabernet Sauvignon,Australia,South Australia,Clare Valley,22
894,Cabernet Sauvignon,Australia,South Australia,Clarendon,3
895,Cabernet Sauvignon,Australia,South Australia,Coonawarra,34
898,Cabernet Sauvignon,Australia,South Australia,Langhorne Creek,7
899,Cabernet Sauvignon,Australia,South Australia,Limestone Coast,4
900,Cabernet Sauvignon,Australia,South Australia,McLaren Vale,38
901,Cabernet Sauvignon,Australia,South Australia,Padthaway,3
902,Cabernet Sauvignon,Australia,South Australia,South Australia,25
904,Cabernet Sauvignon,Australia,Victoria,Bendigo,2
906,Cabernet Sauvignon,Australia,Victoria,Nagambie Lakes,3
908,Cabernet Sauvignon,Australia,Victoria,Yarra Valley,2
909,Cabernet Sauvignon,Australia,Western Australia,Great Southern,6
910,Cabernet Sauvignon,Australia,Western Australia,Margaret River,38
913,Cabernet Sauvignon,Australia,Western Australia,Western Australia,7
917,Cabernet Sauvignon,Austria,Österreichischer Sekt,none,2
920,Cabernet Sauvignon,Brazil,Vale dos Vinhedos,none,2
921,Cabernet Sauvignon,Bulgaria,Danube River Plains,none,2
922,Cabernet Sauvignon,Bulgaria,Thracian Valley,none,18
923,Cabernet Sauvignon,Canada,British Columbia,Okanagan Valley,4
924,Cabernet Sauvignon,Canada,Ontario,Niagara Peninsula,2
927,Cabernet Sauvignon,Chile,Aconcagua Valley,none,27
928,Cabernet Sauvignon,Chile,Apalta,none,2
930,Cabernet Sauvignon,Chile,Cachapoal Valley,none,34
931,Cabernet Sauvignon,Chile,Casablanca Valley,none,2
932,Cabernet Sauvignon,Chile,Central Valley,none,81
933,Cabernet Sauvignon,Chile,Chile,none,6
934,Cabernet Sauvignon,Chile,Colchagua Valley,none,191
935,Cabernet Sauvignon,Chile,Curicó Valley,none,57
936,Cabernet Sauvignon,Chile,Limarí Valley,none,4
937,Cabernet Sauvignon,Chile,Lolol Valley,none,2
938,Cabernet Sauvignon,Chile,Loncomilla Valley,none,4
939,Cabernet Sauvignon,Chile,Lontué Valley,none,6
940,Cabernet Sauvignon,Chile,Maipo Valley,none,241
942,Cabernet Sauvignon,Chile,Marchigue,none,3
943,Cabernet Sauvignon,Chile,Maule Valley,none,52
944,Cabernet Sauvignon,Chile,Molina,none,3
946,Cabernet Sauvignon,Chile,Pirque,none,5
947,Cabernet Sauvignon,Chile,Puente Alto,none,11
948,Cabernet Sauvignon,Chile,Rapel Valley,none,32
949,Cabernet Sauvignon,Chile,Rio Claro,none,2
952,Cabernet Sauvignon,France,Bordeaux,Bordeaux,3
954,Cabernet Sauvignon,France,Bordeaux,Médoc,2
956,Cabernet Sauvignon,France,France Other,Vin de France,16
957,Cabernet Sauvignon,France,Languedoc-Roussillon,Languedoc,2
958,Cabernet Sauvignon,France,Languedoc-Roussillon,Pays d'Oc,8
959,Cabernet Sauvignon,France,Languedoc-Roussillon,Vin de Pays d'Oc,11
960,Cabernet Sauvignon,France,Loire Valley,Anjou,2
961,Cabernet Sauvignon,France,Loire Valley,Anjou Villages Brissac,4
963,Cabernet Sauvignon,France,Provence,Vin de Pays Var,2
968,Cabernet Sauvignon,Greece,Atalanti Valley,none,2
974,Cabernet Sauvignon,Israel,Galil,none,7
975,Cabernet Sauvignon,Israel,Galilee,none,59
976,Cabernet Sauvignon,Israel,Golan Heights,none,2
977,Cabernet Sauvignon,Israel,Israel,none,3
978,Cabernet Sauvignon,Israel,Jerusalem Hills,none,2
979,Cabernet Sauvignon,Israel,Judean Hills,none,21
981,Cabernet Sauvignon,Israel,Samson,none,2
982,Cabernet Sauvignon,Israel,Shomron,none,3
983,Cabernet Sauvignon,Israel,Upper Galilee,none,4
985,Cabernet Sauvignon,Italy,Central Italy,Colli Piacentini,2
986,Cabernet Sauvignon,Italy,Central Italy,Forlì,2
992,Cabernet Sauvignon,Italy,Northeastern Italy,Trentino,3
994,Cabernet Sauvignon,Italy,Sicily & Sardinia,Alghero,2
997,Cabernet Sauvignon,Italy,Sicily & Sardinia,Sicilia,20
998,Cabernet Sauvignon,Italy,Tuscany,Colli della Toscana Centrale,6
999,Cabernet Sauvignon,Italy,Tuscany,Cortona,2
1001,Cabernet Sauvignon,Italy,Tuscany,Maremma Toscana,2
1003,Cabernet Sauvignon,Italy,Tuscany,Sant'Antimo,9
1004,Cabernet Sauvignon,Italy,Tuscany,Toscana,58
1005,Cabernet Sauvignon,Italy,Tuscany,Val di Cornia Suvereto,3
1006,Cabernet Sauvignon,Italy,Veneto,Piave,6
1008,Cabernet Sauvignon,Italy,Veneto,Veneto,3
1010,Cabernet Sauvignon,Mexico,Valle de Guadalupe,none,8
1011,Cabernet Sauvignon,Moldova,Moldova,none,8
1012,Cabernet Sauvignon,New Zealand,Hawke's Bay,none,2
1013,Cabernet Sauvignon,Portugal,Alentejano,none,2
1015,Cabernet Sauvignon,Portugal,Lisboa,none,3
1016,Cabernet Sauvignon,Portugal,Península de Setúbal,none,3
1017,Cabernet Sauvignon,Portugal,Tejo,none,7
1019,Cabernet Sauvignon,Romania,Dealurile Munteniei,none,3
1021,Cabernet Sauvignon,Romania,Romania,none,4
1022,Cabernet Sauvignon,Romania,Viile Timisului,none,7
1024,Cabernet Sauvignon,Slovenia,Goriska Brda,none,2
1025,Cabernet Sauvignon,South Africa,Cederberg,none,2
1026,Cabernet Sauvignon,South Africa,Coastal Region,none,10
1027,Cabernet Sauvignon,South Africa,Constantia,none,2
1029,Cabernet Sauvignon,South Africa,Franschhoek,none,2
1030,Cabernet Sauvignon,South Africa,Jonkershoek Valley,none,2
1032,Cabernet Sauvignon,South Africa,Paarl,none,8
1033,Cabernet Sauvignon,South Africa,Robertson,none,10
1034,Cabernet Sauvignon,South Africa,Simonsberg-Stellenbosch,none,11
1036,Cabernet Sauvignon,South Africa,Stellenbosch,none,60
1037,Cabernet Sauvignon,South Africa,Swartland,none,5
1039,Cabernet Sauvignon,South Africa,Wellington,none,4
1040,Cabernet Sauvignon,South Africa,Western Cape,none,12
1041,Cabernet Sauvignon,Spain,Catalonia,Costers del Segre,2
1042,Cabernet Sauvignon,Spain,Catalonia,Penedès,16
1044,Cabernet Sauvignon,Spain,Central Spain,Dominio de Valdepusa,6
1048,Cabernet Sauvignon,Spain,Central Spain,Vino de la Tierra de Castilla,4
1049,Cabernet Sauvignon,Spain,Levante,Valencia,2
1050,Cabernet Sauvignon,Spain,Levante,Yecla,2
1052,Cabernet Sauvignon,Spain,Northern Spain,Navarra,4
1053,Cabernet Sauvignon,Spain,Northern Spain,Somontano,7
1054,Cabernet Sauvignon,Spain,Northern Spain,Vino de la Tierra de Castilla y León,2
1055,Cabernet Sauvignon,Spain,Spain Other,Spain,3
1058,Cabernet Sauvignon,US,America,none,10
1059,Cabernet Sauvignon,US,California,Adelaida District,8
1060,Cabernet Sauvignon,US,California,Alexander Valley,356
1061,Cabernet Sauvignon,US,California,Amador County,3
1062,Cabernet Sauvignon,US,California,Arroyo Seco,5
1063,Cabernet Sauvignon,US,California,Atlas Peak,46
1065,Cabernet Sauvignon,US,California,Calaveras County,4
1066,Cabernet Sauvignon,US,California,California,335
1067,Cabernet Sauvignon,US,California,Calistoga,54
1068,Cabernet Sauvignon,US,California,Carmel Valley,21
1069,Cabernet Sauvignon,US,California,Carneros,13
1070,Cabernet Sauvignon,US,California,Central Coast,65
1071,Cabernet Sauvignon,US,California,Chalk Hill,22
1072,Cabernet Sauvignon,US,California,Chiles Valley,4
1073,Cabernet Sauvignon,US,California,Cienega Valley,2
1074,Cabernet Sauvignon,US,California,Clarksburg,4
1077,Cabernet Sauvignon,US,California,Coombsville,37
1078,Cabernet Sauvignon,US,California,Diamond Mountain District,118
1079,Cabernet Sauvignon,US,California,Dry Creek Valley,79
1081,Cabernet Sauvignon,US,California,El Dorado,25
1082,Cabernet Sauvignon,US,California,El Pomar District,3
1084,Cabernet Sauvignon,US,California,Happy Canyon of Santa Barbara,42
1085,Cabernet Sauvignon,US,California,High Valley,3
1086,Cabernet Sauvignon,US,California,Howell Mountain,114
1088,Cabernet Sauvignon,US,California,Knights Valley,46
1089,Cabernet Sauvignon,US,California,Lake County,34
1091,Cabernet Sauvignon,US,California,Livermore Valley,93
1092,Cabernet Sauvignon,US,California,Lodi,96
1093,Cabernet Sauvignon,US,California,Mendocino,30
1094,Cabernet Sauvignon,US,California,Mendocino County,29
1095,Cabernet Sauvignon,US,California,Mendocino Ridge,3
1096,Cabernet Sauvignon,US,California,Mendocino-Lake County-Napa,2
1097,Cabernet Sauvignon,US,California,Monterey,8
1098,Cabernet Sauvignon,US,California,Monterey County,14
1099,Cabernet Sauvignon,US,California,Moon Mountain District Sonoma County,6
1100,Cabernet Sauvignon,US,California,Mount Veeder,93
1101,Cabernet Sauvignon,US,California,Napa County,26
1103,Cabernet Sauvignon,US,California,Napa County-Sonoma County,8
1104,Cabernet Sauvignon,US,California,Napa County-Sonoma County-Lake County,4
1105,Cabernet Sauvignon,US,California,Napa Valley,1771
1106,Cabernet Sauvignon,US,California,Napa-Mendocino-Sonoma,3
1107,Cabernet Sauvignon,US,California,Napa-Sonoma,8
1108,Cabernet Sauvignon,US,California,North Coast,65
1109,Cabernet Sauvignon,US,California,Northern Sonoma,3
1110,Cabernet Sauvignon,US,California,Oak Knoll District,30
1111,Cabernet Sauvignon,US,California,Oakville,211
1112,Cabernet Sauvignon,US,California,Paicines,6
1113,Cabernet Sauvignon,US,California,Paso Robles,387
1115,Cabernet Sauvignon,US,California,Paso Robles Willow Creek District,5
1116,Cabernet Sauvignon,US,California,Pine Mountain-Cloverdale Peak,5
1117,Cabernet Sauvignon,US,California,Red Hills Lake County,37
1118,Cabernet Sauvignon,US,California,Redwood Valley,3
1119,Cabernet Sauvignon,US,California,Rockpile,7
1120,Cabernet Sauvignon,US,California,Russian River Valley,12
1121,Cabernet Sauvignon,US,California,Rutherford,274
1122,Cabernet Sauvignon,US,California,Saddle Rock-Malibu,2
1127,Cabernet Sauvignon,US,California,Santa Barbara County,24
1128,Cabernet Sauvignon,US,California,Santa Clara Valley,9
1129,Cabernet Sauvignon,US,California,Santa Cruz Mountains,74
1130,Cabernet Sauvignon,US,California,Santa Margarita Ranch,3
1132,Cabernet Sauvignon,US,California,Santa Ynez Valley,68
1133,Cabernet Sauvignon,US,California,Shenandoah Valley (CA),8
1134,Cabernet Sauvignon,US,California,Sierra Foothills,19
1136,Cabernet Sauvignon,US,California,Solano County,3
1137,Cabernet Sauvignon,US,California,Sonoma Coast,3
1138,Cabernet Sauvignon,US,California,Sonoma County,192
1139,Cabernet Sauvignon,US,California,Sonoma County-Napa County,5
1140,Cabernet Sauvignon,US,California,Sonoma Mountain,21
1141,Cabernet Sauvignon,US,California,Sonoma Valley,147
1142,Cabernet Sauvignon,US,California,Sonoma-Napa,4
1144,Cabernet Sauvignon,US,California,South Coast,8
1145,Cabernet Sauvignon,US,California,Spring Mountain District,74
1146,Cabernet Sauvignon,US,California,St. Helena,126
1147,Cabernet Sauvignon,US,California,Stags Leap District,128
1148,Cabernet Sauvignon,US,California,Suisun Valley,2
1150,Cabernet Sauvignon,US,California,Temecula Valley,18
1151,Cabernet Sauvignon,US,California,Templeton Gap District,2
1152,Cabernet Sauvignon,US,California,Yolo County,2
1153,Cabernet Sauvignon,US,California,York Mountain,4
1155,Cabernet Sauvignon,US,California,Yountville,47
1156,Cabernet Sauvignon,US,Colorado,Colorado,3
1157,Cabernet Sauvignon,US,Colorado,Grand Valley,9
1158,Cabernet Sauvignon,US,Idaho,Idaho,2
1159,Cabernet Sauvignon,US,Idaho,none,8
1162,Cabernet Sauvignon,US,New Mexico,New Mexico,4
1163,Cabernet Sauvignon,US,New York,Finger Lakes,75
1164,Cabernet Sauvignon,US,New York,Long Island,3
1165,Cabernet Sauvignon,US,New York,New York,3
1166,Cabernet Sauvignon,US,New York,North Fork of Long Island,25
1169,Cabernet Sauvignon,US,Oregon,Applegate Valley,7
1170,Cabernet Sauvignon,US,Oregon,Columbia Valley (OR),17
1171,Cabernet Sauvignon,US,Oregon,Oregon,2
1172,Cabernet Sauvignon,US,Oregon,Rogue Valley,24
1173,Cabernet Sauvignon,US,Oregon,Southern Oregon,6
1174,Cabernet Sauvignon,US,Oregon,Umpqua Valley,3
1175,Cabernet Sauvignon,US,Oregon,Walla Walla Valley (OR),21
1176,Cabernet Sauvignon,US,Pennsylvania,Pennsylvania,2
1177,Cabernet Sauvignon,US,Texas,Texas,2
1179,Cabernet Sauvignon,US,Virginia,Middleburg,2
1180,Cabernet Sauvignon,US,Virginia,Monticello,2
1181,Cabernet Sauvignon,US,Virginia,Shenandoah Valley,2
1182,Cabernet Sauvignon,US,Virginia,Virginia,20
1184,Cabernet Sauvignon,US,Washington,Columbia Gorge (WA),2
1185,Cabernet Sauvignon,US,Washington,Columbia Valley (WA),629
1186,Cabernet Sauvignon,US,Washington,Horse Heaven Hills,128
1187,Cabernet Sauvignon,US,Washington,Rattlesnake Hills,11
1188,Cabernet Sauvignon,US,Washington,Red Mountain,196
1189,Cabernet Sauvignon,US,Washington,Snipes Mountain,3
1190,Cabernet Sauvignon,US,Washington,Wahluke Slope,50
1191,Cabernet Sauvignon,US,Washington,Walla Walla Valley (WA),193
1192,Cabernet Sauvignon,US,Washington,Washington,66
1193,Cabernet Sauvignon,US,Washington,Yakima Valley,86
1197,Cabernet Sauvignon,none,none,none,2
1202,Cabernet Sauvignon-Cabernet Franc,Chile,Curicó Valley,none,5
1208,Cabernet Sauvignon-Cabernet Franc,US,California,Napa Valley,4
1212,Cabernet Sauvignon-Cabernet Franc,US,Washington,Columbia Valley (WA),2
1218,Cabernet Sauvignon-Carmenère,Chile,Colchagua Valley,none,11
1220,Cabernet Sauvignon-Carmenère,Chile,Maipo Valley,none,15
1221,Cabernet Sauvignon-Carmenère,Chile,Maule Valley,none,6
1222,Cabernet Sauvignon-Carmenère,Chile,Rapel Valley,none,5
1224,Cabernet Sauvignon-Malbec,Argentina,Mendoza Province,Mendoza,10
1227,Cabernet Sauvignon-Malbec,Chile,Maipo Valley,none,2
1230,Cabernet Sauvignon-Malbec,US,Washington,Washington,2
1232,Cabernet Sauvignon-Merlot,Argentina,Mendoza Province,Uco Valley,3
1235,Cabernet Sauvignon-Merlot,Australia,South Australia,Coonawarra,2
1237,Cabernet Sauvignon-Merlot,Australia,Western Australia,Margaret River,7
1239,Cabernet Sauvignon-Merlot,Chile,Cachapoal Valley,none,5
1240,Cabernet Sauvignon-Merlot,Chile,Central Valley,none,2
1243,Cabernet Sauvignon-Merlot,Chile,Maipo Valley,none,9
1246,Cabernet Sauvignon-Merlot,France,Bordeaux,Bordeaux,2
1251,Cabernet Sauvignon-Merlot,Israel,Galilee,none,6
1253,Cabernet Sauvignon-Merlot,Israel,Samson,none,2
1254,Cabernet Sauvignon-Merlot,Italy,Tuscany,Toscana,2
1256,Cabernet Sauvignon-Merlot,New Zealand,Hawke's Bay,none,3
1259,Cabernet Sauvignon-Merlot,South Africa,Coastal Region,none,2
1261,Cabernet Sauvignon-Merlot,South Africa,Stellenbosch,none,3
1262,Cabernet Sauvignon-Merlot,South Africa,Western Cape,none,4
1264,Cabernet Sauvignon-Merlot,Spain,Catalonia,Pla de Bages,2
1268,Cabernet Sauvignon-Merlot,Spain,Northern Spain,Somontano,3
1271,Cabernet Sauvignon-Merlot,US,California,Livermore Valley,2
1272,Cabernet Sauvignon-Merlot,US,California,Napa Valley,7
1274,Cabernet Sauvignon-Merlot,US,California,Paso Robles,3
1280,Cabernet Sauvignon-Merlot,US,New York,Finger Lakes,3
1286,Cabernet Sauvignon-Merlot,US,Washington,Columbia Valley (WA),7
1288,Cabernet Sauvignon-Merlot,US,Washington,Washington,2
1289,Cabernet Sauvignon-Merlot-Shiraz,Australia,South Australia,McLaren Vale,2
1295,Cabernet Sauvignon-Sangiovese,US,California,Templeton Gap District,2
1299,Cabernet Sauvignon-Shiraz,Argentina,Other,San Juan,2
1300,Cabernet Sauvignon-Shiraz,Australia,South Australia,Barossa,6
1302,Cabernet Sauvignon-Shiraz,Australia,South Australia,South Australia,2
1305,Cabernet Sauvignon-Shiraz,Israel,Galilee,none,2
1306,Cabernet Sauvignon-Shiraz,Israel,Samson,none,3
1310,Cabernet Sauvignon-Shiraz,South Africa,Stellenbosch,none,3
1317,Cabernet Sauvignon-Syrah,Chile,Cachapoal Valley,none,3
1318,Cabernet Sauvignon-Syrah,Chile,Colchagua Costa,none,2
1319,Cabernet Sauvignon-Syrah,Chile,Colchagua Valley,none,4
1321,Cabernet Sauvignon-Syrah,Chile,Maipo Valley,none,5
1322,Cabernet Sauvignon-Syrah,Chile,Maule Valley,none,5
1323,Cabernet Sauvignon-Syrah,Chile,Rapel Valley,none,3
1331,Cabernet Sauvignon-Syrah,Spain,Central Spain,Vino de la Tierra de Castilla,2
1332,Cabernet Sauvignon-Syrah,US,California,Alexander Valley,2
1334,Cabernet Sauvignon-Syrah,US,California,Dry Creek Valley,3
1337,Cabernet Sauvignon-Syrah,US,California,Napa Valley,6
1338,Cabernet Sauvignon-Syrah,US,California,Paso Robles,12
